File;Line;Function;Executable Source Lines;Executable Source Lines Covered;Instructions;Instructions Covered;Run Count;Instructions Executed
micro_string.cc;234;MicroVsnprintf(char*, int, const char*, struct __va_list);48;0;151;0;0;0
;0;min<float>(const float&, const float&) (always inlined);0;0;0;0;0;0
;0;min<int>(const int&, const int&) (always inlined);0;0;0;0;0;0
;0;min_chunk_size(struct z_heap*) (always inlined);0;0;0;0;0;0
;0;Model::buffers(const struct Model*) (always inlined);0;0;0;0;0;0
;0;Model::metadata(const struct Model*) (always inlined);0;0;0;0;0;0
;0;Model::operator_codes(const struct Model*) (always inlined);0;0;0;0;0;0
;0;Model::subgraphs(const struct Model*) (always inlined);0;0;0;0;0;0
sched.c;325;move_thread_to_end_of_prio_q(struct k_thread*);21;0;56;0;0;0
arm_mpu.c;79;mpu_configure_region(const unsigned char, const struct z_arm_mpu_partition*);7;0;20;0;0;0
arm_mpu_v8_internal.h;334;mpu_configure_regions_and_partition(const struct z_arm_mpu_partition*, unsigned char, unsigned char, _Bool);43;2;149;20;1;23
arm_mpu_v8_internal.h;470;mpu_configure_static_mpu_regions(const struct z_arm_mpu_partition*, const unsigned char, const unsigned int, const unsigned int);5;5;7;7;1;7
arm_mpu_v8_internal.h;34;mpu_init();1;1;4;4;1;4
arm_mpu_v8_internal.h;496;mpu_mark_areas_for_dynamic_regions(const struct z_arm_mpu_partition*, const unsigned char);16;10;60;52;1;53
arm_mpu_v8_internal.h;90;mpu_partition_is_valid(const struct z_arm_mpu_partition*);2;0;16;0;0;0
;0;mpu_region_get_access_attr(const unsigned int, struct arm_mpu_region_attr*) (always inlined);0;0;0;0;0;0
;0;mpu_region_get_base(const unsigned int) (always inlined);0;0;0;0;0;0
;0;mpu_region_get_conf(const unsigned int, struct arm_mpu_region*) (always inlined);0;0;0;0;0;0
;0;mpu_region_get_last_addr(const unsigned int) (always inlined);0;0;0;0;0;0
;0;mpu_region_set_base(const unsigned int, const unsigned int) (always inlined);0;0;0;0;0;0
;0;mpu_region_set_limit(const unsigned int, const unsigned int) (always inlined);0;0;0;0;0;0
;0;MultiplyByQuantizedMultiplier(int, int, int) (always inlined);0;0;0;0;0;0
;0;mutex_free;0;0;16;0;0;0
nrf_cc3xx_platform_mutex_zephyr.c;223;mutex_free_platform(struct nrf_cc3xx_platform_mutex*);11;0;32;0;0;0
;0;mutex_init;0;0;11;7;4;28
nrf_cc3xx_platform_mutex_zephyr.c;178;mutex_init_platform(struct nrf_cc3xx_platform_mutex*);14;0;46;0;0;0
;0;mutex_lock;0;0;22;10;1;10
nrf_cc3xx_platform_mutex_zephyr.c;259;mutex_lock_platform(struct nrf_cc3xx_platform_mutex*);10;0;44;0;0;0
;0;mutex_unlock;0;0;16;7;1;7
nrf_cc3xx_platform_mutex_zephyr.c;302;mutex_unlock_platform(struct nrf_cc3xx_platform_mutex*);11;0;36;0;0;0
;0;need_swap() (always inlined);0;0;0;0;0;0
ksched.h;208;new_prio_for_inheritance(int, int);3;0;9;0;0;0
dlist.h;348;next(struct _timeout*);3;0;10;0;0;0
timeout.c;67;next_timeout();6;3;27;8;27370;273700
;0;next_up() (always inlined);0;0;0;0;0;0
soc.c;51;nordicsemi_nrf53_init(const struct device*);11;10;29;28;1;28
onoff.c;181;notify_all(struct onoff_manager*, struct _slist*, unsigned int, int);8;7;20;19;1;20
onoff.c;155;notify_monitors(struct onoff_manager*, unsigned int, int);6;0;29;0;0;0
onoff.c;168;notify_one(struct onoff_manager*, struct onoff_client*, unsigned int, int);4;2;16;9;1;10
nrf53_erratas.h;1807;nrf53_errata_42();4;2;16;9;1;11
nrf53_erratas.h;2012;nrf53_errata_46();4;2;22;8;1;10
nrf53_erratas.h;2118;nrf53_errata_49();4;2;16;9;1;11
nrf53_erratas.h;2428;nrf53_errata_55();2;1;8;5;1;6
nrf53_erratas.h;2687;nrf53_errata_64();4;2;16;9;1;11
nrf53_erratas.h;2892;nrf53_errata_69();4;2;16;9;1;11
nrf53_erratas.h;4013;nrf53_errata_97();4;2;16;9;1;11
;0;nrf53_handle_approtect() (always inlined);0;0;0;0;0;0
;0;nrf_cache_enable(struct NRF_CACHE_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_cc3xx_platform_abort;0;0;11;0;0;0
nrf_cc3xx_platform_abort_zephyr.c;40;nrf_cc3xx_platform_abort_init();2;1;5;4;1;4
;0;nrf_cc3xx_platform_init_no_rng;0;0;20;10;2;18
nrf_cc3xx_platform_mutex_zephyr.c;363;nrf_cc3xx_platform_mutex_init();3;3;10;10;1;10
;0;nrf_cc3xx_platform_set_abort;0;0;4;4;1;4
;0;nrf_cc3xx_platform_set_mutexes;0;0;30;19;1;20
;0;nrf_clock_event_check(const struct NRF_CLOCK_Type*, enum nrf_clock_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_clock_event_clear(struct NRF_CLOCK_Type*, enum nrf_clock_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_clock_hf_src_set(struct NRF_CLOCK_Type*, enum nrf_clock_hfclk_t) (always inlined);0;0;0;0;0;0
;0;nrf_clock_hfclk192m_src_set(struct NRF_CLOCK_Type*, enum nrf_clock_hfclk_t) (always inlined);0;0;0;0;0;0
;0;nrf_clock_int_disable(struct NRF_CLOCK_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_clock_int_enable(struct NRF_CLOCK_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_clock_is_running(const struct NRF_CLOCK_Type*, enum nrf_clock_domain_t, void*) (always inlined);0;0;0;0;0;0
;0;nrf_clock_lf_src_get(const struct NRF_CLOCK_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_clock_lf_src_set(struct NRF_CLOCK_Type*, enum nrf_clock_lfclk_t) (always inlined);0;0;0;0;0;0
;0;nrf_clock_lf_srccopy_get(const struct NRF_CLOCK_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_clock_task_trigger(struct NRF_CLOCK_Type*, enum nrf_clock_task_t) (always inlined);0;0;0;0;0;0
;0;nrf_dppi_channels_enable(struct NRF_DPPIC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_event_readback(void*) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_cfg(unsigned int, enum nrf_gpio_pin_dir_t, enum nrf_gpio_pin_input_t, enum nrf_gpio_pin_pull_t, enum nrf_gpio_pin_drive_t, enum nrf_gpio_pin_sense_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_cfg_input(unsigned int, enum nrf_gpio_pin_pull_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_cfg_output(unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_cfg_sense_set(unsigned int, enum nrf_gpio_pin_sense_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_pin_dir_get(unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_pin_mcu_select(unsigned int, enum nrf_gpio_pin_mcusel_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_pin_port_decode(unsigned int*) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_pin_port_number_extract(unsigned int*) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_pin_sense_get(unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_pin_set(unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_pin_write(unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_port_in_read(const struct NRF_GPIO_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_port_out_clear(struct NRF_GPIO_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_port_out_read(const struct NRF_GPIO_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_port_out_set(struct NRF_GPIO_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpio_port_out_write(struct NRF_GPIO_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_event_address_get(const struct NRF_GPIOTE_Type*, enum nrf_gpiote_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_event_check(const struct NRF_GPIOTE_Type*, enum nrf_gpiote_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_event_clear(struct NRF_GPIOTE_Type*, enum nrf_gpiote_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_event_configure(struct NRF_GPIOTE_Type*, unsigned int, unsigned int, enum nrf_gpiote_polarity_t) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_event_disable(struct NRF_GPIOTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_event_enable(struct NRF_GPIOTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_event_pin_get(const struct NRF_GPIOTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_int_disable(struct NRF_GPIOTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_int_enable(struct NRF_GPIOTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_gpiote_int_enable_check(const struct NRF_GPIOTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_mutex_lock(struct NRF_MUTEX_Type*, unsigned char) (always inlined);0;0;0;0;0;0
;0;nrf_mutex_unlock(struct NRF_MUTEX_Type*, unsigned char) (always inlined);0;0;0;0;0;0
;0;nrf_oscillators_lfxo_cap_set(struct NRF_OSCILLATORS_Type*, enum nrf_oscillators_lfxo_cap_t) (always inlined);0;0;0;0;0;0
;0;nrf_regulators_dcdcen_radio_set(struct NRF_REGULATORS_Type*, _Bool) (always inlined);0;0;0;0;0;0
;0;nrf_regulators_dcdcen_set(struct NRF_REGULATORS_Type*, _Bool) (always inlined);0;0;0;0;0;0
;0;nrf_regulators_dcdcen_vddh_set(struct NRF_REGULATORS_Type*, _Bool) (always inlined);0;0;0;0;0;0
;0;nrf_regulators_system_off(struct NRF_REGULATORS_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_cc_get(const struct NRF_RTC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_cc_set(struct NRF_RTC_Type*, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_counter_get(const struct NRF_RTC_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_event_check(const struct NRF_RTC_Type*, enum nrf_rtc_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_event_clear(struct NRF_RTC_Type*, enum nrf_rtc_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_event_disable(struct NRF_RTC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_event_enable(struct NRF_RTC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_int_disable(struct NRF_RTC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_int_enable(struct NRF_RTC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_int_enable_check(const struct NRF_RTC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_prescaler_set(struct NRF_RTC_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_rtc_task_trigger(struct NRF_RTC_Type*, enum nrf_rtc_task_t) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_baudrate_set(struct NRF_UARTE_Type*, enum nrf_uarte_baudrate_t) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_configure(struct NRF_UARTE_Type*, const struct nrf_uarte_config_t*) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_disable(struct NRF_UARTE_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_enable(struct NRF_UARTE_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_errorsrc_get_and_clear(struct NRF_UARTE_Type*) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_event_check(const struct NRF_UARTE_Type*, enum nrf_uarte_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_event_clear(struct NRF_UARTE_Type*, enum nrf_uarte_event_t) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_hwfc_pins_set(struct NRF_UARTE_Type*, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_int_disable(struct NRF_UARTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_int_enable(struct NRF_UARTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_int_enable_check(const struct NRF_UARTE_Type*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_rx_buffer_set(struct NRF_UARTE_Type*, unsigned char*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_task_trigger(struct NRF_UARTE_Type*, enum nrf_uarte_task_t) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_tx_buffer_set(struct NRF_UARTE_Type*, const unsigned char*, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrf_uarte_txrx_pins_set(struct NRF_UARTE_Type*, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
nrfx_glue.c;15;nrfx_busy_wait(unsigned int);2;2;3;3;189715;569145
nrfx_clock.c;204;nrfx_clock_enable();5;4;12;8;1;8
;0;nrfx_clock_hfclk_start() (always inlined);0;0;0;0;0;0
;0;nrfx_clock_hfclk_stop() (always inlined);0;0;0;0;0;0
nrfx_clock.c;179;nrfx_clock_init(void(enum nrfx_clock_evt_type_t)*);4;1;12;8;1;8
;0;nrfx_clock_is_running(enum nrf_clock_domain_t, void*) (always inlined);0;0;0;0;0;0
;0;nrfx_clock_lfclk_start() (always inlined);0;0;0;0;0;0
;0;nrfx_clock_lfclk_stop() (always inlined);0;0;0;0;0;0
nrfx_clock.c;264;nrfx_clock_start(enum nrf_clock_domain_t);9;1;60;21;1;21
nrfx_clock.c;321;nrfx_clock_stop(enum nrf_clock_domain_t);17;0;142;0;0;0
;0;nrfx_coredep_delay_us(unsigned int) (always inlined);0;0;0;0;0;0
nrfx_dppi.c;103;nrfx_dppi_channel_alloc(unsigned char*);11;7;29;22;1;23
nrfx_gpiote.c;356;nrfx_gpiote_channel_alloc(unsigned char*);10;0;37;0;0;0
nrfx_gpiote.c;337;nrfx_gpiote_channel_free(unsigned char);6;0;16;0;0;0
;0;nrfx_gppi_channel_endpoints_setup(unsigned char, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrfx_gppi_channels_enable(unsigned int) (always inlined);0;0;0;0;0;0
;0;nrfx_gppi_event_endpoint_setup(unsigned char, unsigned int) (always inlined);0;0;0;0;0;0
;0;nrfx_gppi_task_endpoint_setup(unsigned char, unsigned int) (always inlined);0;0;0;0;0;0
nrfx_glue.c;10;nrfx_isr(const void*);2;2;3;3;1;3
nrfx_clock.c;531;nrfx_power_clock_irq_handler();14;4;70;26;1;29
;0;nrfx_power_clock_irq_init() (always inlined);0;0;0;0;0;0
;0;NumInputs(const struct TfLiteNode*) (always inlined);0;0;0;0;0;0
;0;NumOutputs(const struct TfLiteNode*) (always inlined);0;0;0;0;0;0
flatbuffer_utils.cc;59;NumSubgraphOperators(const struct Model*, int);8;5;37;24;507;12168
flatbuffer_utils.cc;51;NumSubgraphOperators(const struct SubGraph*);5;3;25;16;510;8160
onoff.c;140;onoff_manager_init(struct onoff_manager*, const struct onoff_transitions*);3;1;23;11;4;44
onoff.c;422;onoff_request(struct onoff_manager*, struct onoff_client*);23;9;77;32;1;35
clock_control_nrf.c;437;onoff_start(struct onoff_manager*, void(struct onoff_manager*, int)*);4;2;20;15;1;15
clock_control_nrf.c;426;onoff_started_callback(const struct device*, void*, void*);3;3;7;7;1;7
clock_control_nrf.c;417;onoff_stop(struct onoff_manager*, void(struct onoff_manager*, int)*);3;0;12;0;0;0
;0;operator delete;0;0;1;0;0;0
;0;operator delete[];0;0;1;0;0;0
;0;operator new;0;0;14;0;0;0
;0;operator new[];0;0;1;0;0;0
;0;Operator::builtin_options(const struct Operator*) (always inlined);0;0;0;0;0;0
;0;Operator::builtin_options_as_FullyConnectedOptions(const struct Operator*) (always inlined);0;0;0;0;0;0
;0;Operator::builtin_options_type(const struct Operator*) (always inlined);0;0;0;0;0;0
;0;Operator::custom_options(const struct Operator*) (always inlined);0;0;0;0;0;0
;0;Operator::inputs(const struct Operator*) (always inlined);0;0;0;0;0;0
;0;Operator::opcode_index(const struct Operator*) (always inlined);0;0;0;0;0;0
;0;Operator::outputs(const struct Operator*) (always inlined);0;0;0;0;0;0
;0;OperatorCode::builtin_code(const struct OperatorCode*) (always inlined);0;0;0;0;0;0
;0;OperatorCode::custom_code(const struct OperatorCode*) (always inlined);0;0;0;0;0;0
;0;OperatorCode::deprecated_builtin_code(const struct OperatorCode*) (always inlined);0;0;0;0;0;0
;0;OperatorCode::version(const struct OperatorCode*) (always inlined);0;0;0;0;0;0
micro_graph.cc;31;OpNameFromRegistration(const struct TfLiteRegistration*);6;3;15;8;5050;40400
op_resolver.h;44;OpResolver::GetDelegates(const class OpResolver*, int);2;0;5;0;0;0
op_resolver.h;62;OpResolver::MayContainUserDefinedOps(const class OpResolver*);1;0;2;0;0;0
cbprintf_complete.c;1319;outs(int()*, void*, const char*, const char*);6;4;22;17;3;232
flatbuffer_conversions.cc;1214;ParseDequantize(const struct Operator*, class ErrorReporter*, class BuiltinDataAllocator*, void**);1;0;2;0;0;0
flatbuffer_conversions.cc;1298;ParseFullyConnected(const struct Operator*, class ErrorReporter*, class BuiltinDataAllocator*, void**);19;9;173;103;10;1088
flatbuffer_conversions.cc;1674;ParseQuantize(const struct Operator*, class ErrorReporter*, class BuiltinDataAllocator*, void**);1;0;2;0;0;0
sched.c;629;pend(struct k_thread*, struct _wait_q_t*, struct k_timeout_t);6;6;23;23;27370;629510
sched.c;593;pended_on_thread(struct k_thread*);1;1;2;2;27369;54738
policy_residency.c;19;pm_policy_next_state(int);1;1;5;5;27370;136850
power.c;29;pm_power_state_exit_post_ops(struct pm_state_info);2;0;8;0;0;0
power.c;16;pm_power_state_set(struct pm_state_info);6;0;14;0;0;0
idle.c;26;pm_save_idle();5;4;9;8;27370;246328
;0;pm_state_notify(_Bool) (always inlined);0;0;0;0;0;0
;0;pm_state_set(struct pm_state_info) (always inlined);0;0;0;0;0;0
power.c;127;pm_system_resume();14;0;45;4;27369;136845
power.c;186;pm_system_suspend(int);23;2;68;14;27370;410550
fully_connected.cc;37;Prepare(struct TfLiteContext*, struct TfLiteNode*);13;6;107;45;10;460
dequantize.cc;46;Prepare(struct TfLiteContext*, struct TfLiteNode*);19;0;131;0;0;0
init.c;272;prepare_multithreading();13;13;47;47;1;48
quantize_common.cc;28;PrepareQuantizeReference(struct TfLiteContext*, struct TfLiteNode*);24;0;207;0;0;0
;0;prev_free_chunk(struct z_heap*, unsigned int) (always inlined);0;0;0;0;0;0
printk.c;209;printk(const char*);4;4;11;11;1;11
nrf_rtc_timer.c;443;process_channel(int);14;0;43;0;0;0
onoff.c;237;process_complete(struct onoff_manager*, struct _slist*, int);24;6;64;28;1;30
onoff.c;298;process_event(struct onoff_manager*, int, struct z_spinlock_key);44;20;137;83;2;144
onoff.c;211;process_recheck(struct onoff_manager*);6;2;24;12;2;16
;0;QuantizationParameters::quantized_dimension(const struct QuantizationParameters*) (always inlined);0;0;0;0;0;0
;0;QuantizationParameters::scale(const struct QuantizationParameters*) (always inlined);0;0;0;0;0;0
;0;QuantizationParameters::zero_point(const struct QuantizationParameters*) (always inlined);0;0;0;0;0;0
;0;Quantize(struct TfLiteContext*, float, int, float, int&) (always inlined);0;0;0;0;0;0
;0;QuantizeFloatToInt8(float, float, int) (always inlined);0;0;0;0;0;0
quantization_util.cc;53;QuantizeMultiplier(double, int*, int*);17;5;57;32;10;350
;0;queue_thread(void*, struct k_thread*) (always inlined);0;0;0;0;0;0
;0;quorem;0;0;100;0;0;0
;0;raise;0;0;5;0;0;0
base.h;401;ReadScalar<int>(const void*);1;1;4;4;15358;61432
base.h;401;ReadScalar<short unsigned int>(const void*);1;1;4;4;30510;122040
base.h;401;ReadScalar<signed char>(const void*);1;1;4;4;134;536
base.h;401;ReadScalar<unsigned char>(const void*);1;1;4;4;10;40
base.h;401;ReadScalar<unsigned int>(const void*);1;1;4;4;22214;88856
sched.c;484;ready_thread(struct k_thread*);21;8;55;26;27370;793730
arm_mpu_v8_internal.h;540;region_allocate_and_init(const unsigned char, const struct arm_mpu_region*);3;0;9;0;0;0
arm_mpu_v8_internal.h;60;region_init(const unsigned int, const struct arm_mpu_region*);6;6;17;17;2;34
dequantize.cc;126;Register_DEQUANTIZE();2;1;12;11;1;11
fully_connected.cc;123;Register_FULLY_CONNECTED();2;1;12;11;1;11
quantize.cc;36;Register_QUANTIZE();2;1;12;11;1;11
;0;relocate_vector_table() (always inlined);0;0;0;0;0;0
timeout.c;53;remove_timeout(struct _timeout*);9;0;21;0;0;0
;0;Requantize<short int, int>(const short int*, int, int, int, int, int, int*) (always inlined);0;0;0;0;0;0
;0;Requantize<short int, short int>(const short int*, int, int, int, int, int, short int*) (always inlined);0;0;0;0;0;0
;0;Requantize<short int, signed char>(const short int*, int, int, int, int, int, signed char*) (always inlined);0;0;0;0;0;0
;0;Requantize<signed char, int>(const signed char*, int, int, int, int, int, int*) (always inlined);0;0;0;0;0;0
;0;Requantize<signed char, short int>(const signed char*, int, int, int, int, int, short int*) (always inlined);0;0;0;0;0;0
;0;Requantize<signed char, signed char>(const signed char*, int, int, int, int, int, signed char*) (always inlined);0;0;0;0;0;0
;0;resched(unsigned int) (always inlined);0;0;0;0;0;0
greedy_memory_planner.cc;43;ReverseSortInPlace(int*, int*, int);10;10;25;25;1;963
micro_string.cc;44;ReverseStringInPlace(char*, char*);6;0;14;0;0;0
;0;round;0;0;55;30;19;422
;0;round(float) (always inlined);0;0;0;0;0;0
;0;roundf;0;0;28;16;3200;51200
;0;RoundingDivideByPOT<int>(int, int) (always inlined);0;0;0;0;0;0
nrf_rtc_timer.c;488;rtc_nrf_isr(const void*);8;0;25;0;0;0
;0;RuntimeShape::DimensionsCount(const class RuntimeShape*) (always inlined);0;0;0;0;0;0
;0;RuntimeShape::Dims(const class RuntimeShape*, int) (always inlined);0;0;0;0;0;0
;0;RuntimeShape::DimsData(const class RuntimeShape*) (always inlined);0;0;0;0;0;0
;0;RuntimeShape::FlatSize(const class RuntimeShape*) (always inlined);0;0;0;0;0;0
;0;RuntimeShape::ReplaceWith(const class RuntimeShape*, int, const int*) (always inlined);0;0;0;0;0;0
;0;RuntimeShape::Resize(const class RuntimeShape*, int) (always inlined);0;0;0;0;0;0
;0;RuntimeShape::RuntimeShape(const class RuntimeShape*) (always inlined);0;0;0;0;0;0
;0;RuntimeShape::~RuntimeShape(const class RuntimeShape*, const int) (always inlined);0;0;0;0;0;0
;0;SafeBuiltinDataAllocator::Allocate<TfLiteFullyConnectedParams>(const class SafeBuiltinDataAllocator*) (always inlined);0;0;0;0;0;0
;0;SaturatingRoundingDoublingHighMul<int>(int, int) (always inlined);0;0;0;0;0;0
thread.c;380;schedule_new_thread(struct k_thread*, struct k_timeout_t);4;0;13;0;0;0
;0;ScopedMicroProfiler::ScopedMicroProfiler(const class ScopedMicroProfiler*, const char*, class MicroProfiler*) (always inlined);0;0;0;0;0;0
;0;ScopedMicroProfiler::~ScopedMicroProfiler(const class ScopedMicroProfiler*, const int) (always inlined);0;0;0;0;0;0
;0;sense_for_pin(const struct gpio_nrfx_data*, unsigned int) (always inlined);0;0;0;0;0;0
nrf_rtc_timer.c;211;set_absolute_alarm(int, unsigned int);13;9;45;31;1;33
;0;set_chunk_size(struct z_heap*, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
;0;set_chunk_used(struct z_heap*, unsigned int, _Bool) (always inlined);0;0;0;0;0;0
nrf_rtc_timer.c;60;set_comparator(int, unsigned int);2;2;5;5;2;10
;0;set_left_chunk_size(struct z_heap*, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
;0;set_next_free_chunk(struct z_heap*, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
asm_inline_gcc.h;56;set_off_state(unsigned int*, unsigned int);6;0;17;0;0;0
asm_inline_gcc.h;56;set_on_state(unsigned int*);3;3;11;11;1;11
;0;set_prev_free_chunk(struct z_heap*, unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
clock_control_nrf.c;148;set_starting_state(unsigned int*, unsigned int);8;5;22;16;1;17
onoff.c;115;set_state(struct onoff_manager*, unsigned int);1;1;6;6;2;12
thread.c;428;setup_thread_stack(struct k_thread*, struct z_thread_stack_element*, unsigned int);5;5;8;8;2;16
fixedpoint.h;140;ShiftRight<int>(int, int);1;1;2;2;1688720;3377440
;0;should_preempt(struct k_thread*, int) (always inlined);0;0;0;0;0;0
simple_memory_allocator.cc;88;SimpleMemoryAllocator::AllocateFromTail(const class SimpleMemoryAllocator*, unsigned int, unsigned int);8;4;24;13;34;442
simple_memory_allocator.cc;105;SimpleMemoryAllocator::AllocateTemp(const class SimpleMemoryAllocator*, unsigned int, unsigned int);8;5;24;14;122;1708
simple_memory_allocator.cc;45;SimpleMemoryAllocator::Create(class ErrorReporter*, unsigned char*, unsigned int);7;3;35;30;1;30
simple_memory_allocator.cc;131;SimpleMemoryAllocator::GetAvailableMemory(const class SimpleMemoryAllocator*, unsigned int);4;4;11;11;2;22
simple_memory_allocator.cc;121;SimpleMemoryAllocator::GetHeadBuffer(const class SimpleMemoryAllocator*);1;1;2;2;12;24
simple_memory_allocator.cc;119;SimpleMemoryAllocator::ResetTempAllocations(const class SimpleMemoryAllocator*);1;1;3;3;5061;15183
simple_memory_allocator.cc;63;SimpleMemoryAllocator::SetHeadBufferSize(const class SimpleMemoryAllocator*, unsigned int, unsigned int);12;6;35;20;12;252
simple_memory_allocator.cc;29;SimpleMemoryAllocator::SimpleMemoryAllocator(const class SimpleMemoryAllocator*, class ErrorReporter*, unsigned char*, unsigned char*);1;0;12;11;1;11
simple_memory_allocator.cc;39;SimpleMemoryAllocator::SimpleMemoryAllocator(const class SimpleMemoryAllocator*, class ErrorReporter*, unsigned char*, unsigned int);1;1;6;6;1;6
;0;SimpleMemoryAllocator::SimpleMemoryAllocator(const class SimpleMemoryAllocator*, const class SimpleMemoryAllocator&) (always inlined);0;0;0;0;0;0
simple_memory_allocator.cc;61;SimpleMemoryAllocator::~SimpleMemoryAllocator(const class SimpleMemoryAllocator*);1;0;5;0;0;0
