File;Line;Function;Executable Source Lines;Executable Source Lines Covered;Instructions;Instructions Covered;Run Count;Instructions Executed
simple_memory_allocator.cc;61;SimpleMemoryAllocator::~SimpleMemoryAllocator(const class SimpleMemoryAllocator*);1;0;1;0;0;0
;0;sliceable(struct k_thread*) (always inlined);0;0;0;0;0;0
printk.c;248;snprintk(char*, unsigned int, const char*);4;4;11;11;1;11
;0;solo_free_header(struct z_heap*, unsigned int) (always inlined);0;0;0;0;0;0
kheap.c;21;statics_init(const struct device*);4;2;13;6;1;7
;0;std;0;0;25;24;3;72
;0;std::get_new_handler;0;0;3;0;0;0
clock_control_nrf.c;332;stop(const struct device*, void*, unsigned int);7;0;18;0;0;0
;0;store_count(const struct conversion*, void*, int) (always inlined);0;0;0;0;0;0
printk.c;232;str_out(int, struct str_context*);7;3;24;13;7;91
micro_string.cc;102;StrCatInt32(char*, int, int);3;0;13;0;0;0
micro_string.cc;57;StrCatStr(char*, int, const char*);9;0;19;0;0;0
micro_string.cc;109;StrCatUInt32(char*, int, unsigned int, int);3;0;14;0;0;0
;0;strcmp;1;0;8;0;0;0
;0;String::c_str(const struct String*) (always inlined);0;0;0;0;0;0
;0;strlen;2;2;7;7;8;213
;0;strncmp;0;0;16;12;2872;31577
;0;strncpy;0;0;16;15;2;273
;0;strnlen;0;0;13;12;400;184000
;0;strtok;0;0;28;27;834;10855
;0;strtol;0;0;7;6;15;90
;0;SubGraph::operators(const struct SubGraph*) (always inlined);0;0;0;0;0;0
;0;SubGraph::tensors(const struct SubGraph*) (always inlined);0;0;0;0;0;0
init.c;312;switch_to_main_thread(char*);2;2;5;5;1;5
cmsis_gcc.h;271;sys_arch_reboot(int);4;0;11;0;0;0
timeout.c;233;sys_clock_announce(int);17;0;65;0;0;0
sys_clock_init.c;47;sys_clock_disable();1;0;1;0;0;0
nrf_rtc_timer.c;525;sys_clock_driver_init(const struct device*);14;13;51;50;1;51
nrf_rtc_timer.c;612;sys_clock_elapsed();3;2;7;6;27382;164292
sys_clock_init.c;43;sys_clock_idle_exit();1;1;1;1;27369;27369
sys_clock_init.c;21;sys_clock_isr(void*);1;0;1;0;0;0
nrf_rtc_timer.c;570;sys_clock_set_timeout(int, _Bool);8;0;36;0;0;0
timeout.c;269;sys_clock_tick_get();7;7;21;21;12;252
timeout.c;279;sys_clock_tick_get_32();2;0;3;0;0;0
nrf_rtc_timer.c;384;sys_clock_timeout_handler(int, long long unsigned int, void*);12;0;42;0;0;0
;0;sys_dlist_append(struct _dnode*, struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dlist_init(struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dlist_insert(struct _dnode*, struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dlist_is_empty(struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dlist_peek_head(struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dlist_peek_next(struct _dnode*, struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dlist_peek_next_no_check(struct _dnode*, struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dlist_remove(struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dnode_init(struct _dnode*) (always inlined);0;0;0;0;0;0
;0;sys_dnode_is_linked(const struct _dnode*) (always inlined);0;0;0;0;0;0
heap.c;380;sys_heap_init(struct sys_heap*, void*, unsigned int);23;0;106;0;0;0
notify.c;48;sys_notify_finalize(struct sys_notify*, int);8;6;12;10;1;11
;0;sys_notify_get_method(const struct sys_notify*) (always inlined);0;0;0;0;0;0
;0;sys_notify_init_spinwait(struct sys_notify*) (always inlined);0;0;0;0;0;0
notify.c;11;sys_notify_validate(struct sys_notify*);5;1;19;7;1;8
reboot.c;14;sys_reboot(int);6;0;14;0;0;0
;0;sys_slist_append(struct _slist*, struct _snode*) (always inlined);0;0;0;0;0;0
;0;sys_slist_find_and_remove(struct _slist*, struct _snode*) (always inlined);0;0;0;0;0;0
;0;sys_slist_get_not_empty(struct _slist*) (always inlined);0;0;0;0;0;0
;0;sys_slist_init(struct _slist*) (always inlined);0;0;0;0;0;0
;0;sys_slist_is_empty(struct _slist*) (always inlined);0;0;0;0;0;0
;0;sys_slist_peek_head(struct _slist*) (always inlined);0;0;0;0;0;0
;0;sys_slist_peek_next(struct _snode*) (always inlined);0;0;0;0;0;0
;0;sys_slist_peek_next_no_check(struct _snode*) (always inlined);0;0;0;0;0;0
;0;sys_slist_peek_tail(struct _slist*) (always inlined);0;0;0;0;0;0
;0;sys_slist_prepend(struct _slist*, struct _snode*) (always inlined);0;0;0;0;0;0
;0;sys_slist_remove(struct _slist*, struct _snode*, struct _snode*) (always inlined);0;0;0;0;0;0
system_nrf5340_application.c;61;SystemCoreClockUpdate();1;0;9;8;1;8
system_nrf5340_application.c;70;SystemInit();47;24;129;82;1;177
;0;Table::GetField<int>(const class Table*, short unsigned int, int) (always inlined);0;0;0;0;0;0
;0;Table::GetField<signed char>(const class Table*, short unsigned int, signed char) (always inlined);0;0;0;0;0;0
;0;Table::GetField<unsigned char>(const class Table*, short unsigned int, unsigned char) (always inlined);0;0;0;0;0;0
;0;Table::GetField<unsigned int>(const class Table*, short unsigned int, unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetOptionalFieldOffset(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::String*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<flatbuffers::Offset<tflite::Buffer> >*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<flatbuffers::Offset<tflite::Metadata> >*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<flatbuffers::Offset<tflite::Operator> >*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<flatbuffers::Offset<tflite::OperatorCode> >*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<flatbuffers::Offset<tflite::SubGraph> >*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<flatbuffers::Offset<tflite::Tensor> >*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<float>*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<int>*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<long long int>*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const flatbuffers::Vector<unsigned char>*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<const tflite::QuantizationParameters*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetPointer<void const*>(const class Table*, short unsigned int) (always inlined);0;0;0;0;0;0
;0;Table::GetVTable(const class Table*) (always inlined);0;0;0;0;0;0
;0;Tensor::buffer(const struct Tensor*) (always inlined);0;0;0;0;0;0
;0;Tensor::is_variable(const struct Tensor*) (always inlined);0;0;0;0;0;0
;0;Tensor::quantization(const struct Tensor*) (always inlined);0;0;0;0;0;0
;0;Tensor::shape(const struct Tensor*) (always inlined);0;0;0;0;0;0
;0;Tensor::type(const struct Tensor*) (always inlined);0;0;0;0;0;0
memory_helpers.cc;116;TfLiteEvalTensorByteLength(const struct TfLiteEvalTensor*, unsigned int*);8;4;28;22;31;891
common.c;24;TfLiteIntArrayGetSizeInBytes(int);1;1;3;3;42;126
;0;TfLiteRound<double>(const double) (always inlined);0;0;0;0;0;0
;0;TfLiteRound<float>(const float) (always inlined);0;0;0;0;0;0
common.c;194;TfLiteTypeGetName(enum TfLiteType);17;0;40;0;0;0
memory_helpers.cc;49;TfLiteTypeSizeOf(enum TfLiteType, unsigned int*);27;4;58;11;73;511
submitter_implemented.cpp;216;th_command_ready(volatile char*);2;2;3;3;414;1242
submitter_implemented.cpp;150;th_final_initialize();26;11;288;203;1;211
submitter_implemented.cpp;139;th_infer();5;2;12;5;505;2525
submitter_implemented.cpp;105;th_load_tensor();14;8;49;37;5;57705
submitter_implemented.cpp;214;th_post();1;1;1;1;5;5
submitter_implemented.cpp;213;th_pre();1;1;1;1;5;5
submitter_implemented.cpp;251;th_printf(const char*);4;4;11;11;466;5126
submitter_implemented.cpp;126;th_results();3;2;11;10;5;50
submitter_implemented.cpp;260;th_serialport_initialize();1;1;1;1;1;1
submitter_implemented.cpp;233;th_strnlen(const char*, unsigned int);2;2;3;3;400;1200
submitter_implemented.cpp;272;th_timestamp();3;1;36;29;12;348
submitter_implemented.cpp;296;th_timestamp_initialize();3;2;6;5;1;5
submitter_implemented.cpp;250;th_vprintf(const char*, struct __va_list);1;1;3;3;466;1398
sched.c;465;thread_active_elsewhere(struct k_thread*);1;1;2;2;27370;54740
onoff.c;201;transition_complete(struct onoff_manager*, int);4;4;9;9;1;9
tty.c;141;tty_getchar(struct tty_serial*);11;8;45;29;27370;768053
tty.c;241;tty_init(struct tty_serial*, const struct device*);12;9;32;22;1;22
tty.c;48;tty_irq_input_hook(struct tty_serial*, unsigned char);11;8;20;16;27369;410535
tty.c;69;tty_putchar(struct tty_serial*, unsigned char);17;0;64;0;0;0
tty.c;206;tty_read(struct tty_serial*, void*, unsigned int);13;6;31;19;27370;547388
tty.c;162;tty_read_unbuf(struct tty_serial*, void*, unsigned int);19;0;51;0;0;0
tty.c;265;tty_set_rx_buf(struct tty_serial*, void*, unsigned int);15;12;25;22;1;23
tty.c;280;tty_set_tx_buf(struct tty_serial*, void*, unsigned int);10;9;17;16;1;16
tty.c;15;tty_uart_isr(const struct device*, void*);26;8;65;30;27369;1067391
;0;tuple<TfLiteFullyConnectedParams*, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>::tuple<TfLiteFullyConnectedParams*&, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>(const class tuple<TfLiteFullyConnectedParams*, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>*, struct TfLiteFullyConnectedParams*&, class BuiltinDataDeleter) (always inlined);0;0;0;0;0;0
uart_nrfx_uarte.c;537;tx_start(const struct device*, const unsigned char*, unsigned int);10;7;22;16;5774;92384
uart_console.c;582;uart_console_hook_install();3;2;8;7;1;7
uart_console.c;594;uart_console_init(const struct device*);5;3;11;8;1;8
;0;uart_fifo_fill(const struct device*, const unsigned char*, int) (always inlined);0;0;0;0;0;0
;0;uart_fifo_read(const struct device*, unsigned char*, const int) (always inlined);0;0;0;0;0;0
;0;uart_irq_callback_user_data_set(const struct device*, void(const struct device*, void*)*, void*) (always inlined);0;0;0;0;0;0
;0;uart_irq_rx_disable(const struct device*) (always inlined);0;0;0;0;0;0
;0;uart_irq_rx_enable(const struct device*) (always inlined);0;0;0;0;0;0
;0;uart_irq_rx_ready(const struct device*) (always inlined);0;0;0;0;0;0
;0;uart_irq_tx_disable(const struct device*) (always inlined);0;0;0;0;0;0
;0;uart_irq_tx_enable(const struct device*) (always inlined);0;0;0;0;0;0
;0;uart_irq_tx_ready(const struct device*) (always inlined);0;0;0;0;0;0
;0;uart_irq_update(const struct device*) (always inlined);0;0;0;0;0;0
;0;uart_poll_in(const struct device*, unsigned char*) (always inlined);0;0;0;0;0;0
;0;uart_poll_out(const struct device*, unsigned char) (always inlined);0;0;0;0;0;0
uart_nrfx_uarte.c;2035;uarte_0_init(const struct device*);1;1;12;12;1;12
uart_nrfx_uarte.c;511;uarte_enable(const struct device*, unsigned int);3;0;5;0;0;0
uart_nrfx_uarte.c;1665;uarte_instance_init(const struct device*, unsigned char);46;34;145;111;1;115
uart_nrfx_uarte.c;440;uarte_nrfx_config_get(const struct device*, struct uart_config*);3;0;7;0;0;0
uart_nrfx_uarte.c;367;uarte_nrfx_configure(const struct device*, const struct uart_config*);24;9;83;41;1;44
uart_nrfx_uarte.c;449;uarte_nrfx_err_check(const struct device*);5;0;5;0;0;0
uart_nrfx_uarte.c;1445;uarte_nrfx_fifo_fill(const struct device*, const unsigned char*, int);13;0;48;0;0;0
uart_nrfx_uarte.c;1476;uarte_nrfx_fifo_read(const struct device*, unsigned char*, const int);10;8;19;16;54738;574749
uart_nrfx_uarte.c;1601;uarte_nrfx_irq_callback_set(const struct device*, void(const struct device*, void*)*, void*);3;3;6;6;1;6
uart_nrfx_uarte.c;1573;uarte_nrfx_irq_err_disable(const struct device*);3;0;5;0;0;0
uart_nrfx_uarte.c;1565;uarte_nrfx_irq_err_enable(const struct device*);3;0;5;0;0;0
uart_nrfx_uarte.c;1581;uarte_nrfx_irq_is_pending(const struct device*);4;0;23;0;0;0
uart_nrfx_uarte.c;1557;uarte_nrfx_irq_rx_disable(const struct device*);3;3;5;5;1;5
uart_nrfx_uarte.c;1549;uarte_nrfx_irq_rx_enable(const struct device*);3;3;5;5;1;5
uart_nrfx_uarte.c;1541;uarte_nrfx_irq_rx_ready(const struct device*);3;2;7;6;27369;191583
uart_nrfx_uarte.c;1511;uarte_nrfx_irq_tx_disable(const struct device*);2;2;5;5;1;5
uart_nrfx_uarte.c;1498;uarte_nrfx_irq_tx_enable(const struct device*);7;0;15;0;0;0
uart_nrfx_uarte.c;1519;uarte_nrfx_irq_tx_ready_complete(const struct device*);9;3;22;11;27369;355797
uart_nrfx_uarte.c;1595;uarte_nrfx_irq_update(const struct device*);1;1;2;2;27369;54738
uart_nrfx_uarte.c;217;uarte_nrfx_isr_int(void*);21;7;60;29;27370;711619
uart_nrfx_uarte.c;1378;uarte_nrfx_poll_in(const struct device*, unsigned char*);10;0;17;0;0;0
uart_nrfx_uarte.c;1409;uarte_nrfx_poll_out(const struct device*, unsigned char);12;5;38;20;5774;121254
;0;unique_ptr<TfLiteFullyConnectedParams, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>::release(const class unique_ptr<TfLiteFullyConnectedParams, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>*) (always inlined);0;0;0;0;0;0
;0;unique_ptr<TfLiteFullyConnectedParams, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>::unique_ptr<>(const class unique_ptr<TfLiteFullyConnectedParams, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>*, struct TfLiteFullyConnectedParams*, class BuiltinDataDeleter) (always inlined);0;0;0;0;0;0
;0;unique_ptr<TfLiteFullyConnectedParams, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>::~unique_ptr(const class unique_ptr<TfLiteFullyConnectedParams, tflite::(anonymous namespace)::SafeBuiltinDataAllocator::BuiltinDataDeleter>*, const int) (always inlined);0;0;0;0;0;0
;0;unpend_all(struct _wait_q_t*) (always inlined);0;0;0;0;0;0
;0;unpend_thread_no_timeout(struct k_thread*) (always inlined);0;0;0;0;0;0
sched.c;600;unready_thread(struct k_thread*);5;3;20;17;27370;547400
sched.c;437;update_cache(int);13;10;31;26;55687;1031627
fault.c;514;usage_fault(const struct __esf*);9;0;19;0;0;0
onoff.c;122;validate_args(const struct onoff_manager*, struct onoff_client*);3;1;17;7;1;7
;0;ValidateTensorIndexing(const struct TfLiteContext*, int, int, const int*) (always inlined);0;0;0;0;0;0
;0;Vector<char>::Data(const class Vector<char>*) (always inlined);0;0;0;0;0;0
;0;Vector<flatbuffers::Offset<tflite::Buffer> >::operator[](const class Vector<flatbuffers::Offset<tflite::Buffer> >*, unsigned int) (always inlined);0;0;0;0;0;0
;0;Vector<float>::Get(const class Vector<float>*, unsigned int) (always inlined);0;0;0;0;0;0
;0;Vector<int>::Length(const class Vector<int>*) (always inlined);0;0;0;0;0;0
;0;Vector<unsigned char>::size(const class Vector<unsigned char>*) (always inlined);0;0;0;0;0;0
;0;vprintf;0;0;17;15;466;6059
printk.c;146;vprintk(const char*, struct __va_list);3;2;12;11;1;11
printk.c;260;vsnprintk(char*, unsigned int, const char*, struct __va_list);6;5;19;18;1;18
uart_nrfx_uarte.c;473;wait_tx_ready(const struct device*);7;2;29;20;5774;1621652
;0;z_abort_thread_timeout(struct k_thread*) (always inlined);0;0;0;0;0;0
timeout.c;144;z_abort_timeout(struct _timeout*);8;5;22;18;27369;520011
;0;z_add_thread_timeout(struct k_thread*, struct k_timeout_t) (always inlined);0;0;0;0;0;0
timeout.c;82;z_add_timeout(struct _timeout*, void(struct _timeout*)*, struct k_timeout_t);30;0;111;0;0;0
fault_s.S;80;z_arm_bus_fault;6;0;7;0;0;0
scb.c;52;z_arm_clear_arm_mpu_config();4;4;13;13;1;63
;0;z_arm_clear_faults() (always inlined);0;0;0;0;0;0
arm_core_mpu.c;128;z_arm_configure_static_mpu_regions();4;3;20;19;1;19
cpu_idle.S;47;z_arm_cpu_idle_init;4;4;4;4;1;4
exc_exit.S;72;z_arm_exc_exit;9;9;9;9;27371;218964
;0;z_arm_exc_setup() (always inlined);0;0;0;0;0;0
fatal.c;57;z_arm_fatal_error(unsigned int, const struct __esf*);2;0;3;0;0;0
fault.c;990;z_arm_fault(unsigned int, unsigned int, unsigned int, struct _callee_saved*);17;0;62;0;0;0
fault.c;1062;z_arm_fault_init();2;2;8;8;1;8
;0;z_arm_floating_point_init() (always inlined);0;0;0;0;0;0
scb.c;89;z_arm_init_arch_hw_at_boot();11;10;30;29;1;271
irq_init.c;27;z_arm_interrupt_init();5;2;20;13;1;626
;0;z_arm_interrupt_stack_setup() (always inlined);0;0;0;0;0;0
irq_manage.c;65;z_arm_irq_priority_set(unsigned int, unsigned int, unsigned int);5;3;16;9;4;36
;0;z_arm_is_synchronous_svc(struct __esf*) (always inlined);0;0;0;0;0;0
arm_mpu.c;317;z_arm_mpu_init();10;8;24;21;1;30
nmi.c;91;z_arm_nmi();3;0;4;0;0;0
swap_helper.S;75;z_arm_pendsv;26;26;26;26;55686;1447836
soc_nrf_common.S;29;z_arm_platform_init;1;1;1;1;1;1
prep_c.c;177;z_arm_prep_c();9;9;14;14;1;14
reset.S;69;z_arm_reset;26;26;26;26;1;26
swap_helper.S;433;z_arm_svc;11;0;11;0;0;0
init.c;87;z_bss_zero();3;3;7;7;1;7
cpp_init.c;14;z_cpp_init_static();3;3;4;4;1;4
init.c;400;z_cstart();21;21;40;40;1;40
;0;z_current_get() (always inlined);0;0;0;0;0;0
xip.c;26;z_data_copy();3;2;12;11;1;11
device.c;152;z_device_ready(const struct device*);2;0;11;6;2;16
device.c;34;z_device_state_init();2;1;8;7;1;25
;0;z_device_usable_check(const struct device*) (always inlined);0;0;0;0;0;0
fatal.c;81;z_do_kernel_oops(const struct __esf*);2;0;5;0;0;0
;0;z_dummy_thread_init(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_errno() (always inlined);0;0;0;0;0;0
fatal.c;94;z_fatal_error(unsigned int, const struct __esf*);6;0;17;0;0;0
;0;z_get_new_prio_with_ceiling(int) (always inlined);0;0;0;0;0;0
timeout.c;199;z_get_next_timeout_expiry();6;6;14;14;27370;383180
;0;z_has_thread_started(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_impl_device_usable_check(const struct device*) (always inlined);0;0;0;0;0;0
timeout.c;301;z_impl_k_busy_wait(unsigned int);3;2;5;3;189715;758860
mutex.c;49;z_impl_k_mutex_init(struct k_mutex*);6;6;7;7;3;21
mutex.c;95;z_impl_k_mutex_lock(struct k_mutex*, struct k_timeout_t);20;5;97;33;946;25966
mutex.c;195;z_impl_k_mutex_unlock(struct k_mutex*);18;10;49;32;946;22802
sem.c;86;z_impl_k_sem_give(struct k_sem*);10;7;26;14;27369;383166
sem.c;41;z_impl_k_sem_init(struct k_sem*, unsigned int, unsigned int);6;4;13;7;2;14
sem.c;117;z_impl_k_sem_take(struct k_sem*, struct k_timeout_t);10;4;28;17;27370;492657
sched.c;1258;z_impl_k_sleep(struct k_timeout_t);9;0;31;0;0;0
thread_abort.c;27;z_impl_k_thread_abort(struct k_thread*);6;0;15;0;0;0
thread.c;362;z_impl_k_thread_start(struct k_thread*);2;0;3;0;0;0
sched.c;534;z_impl_k_thread_suspend(struct k_thread*);14;0;45;0;0;0
timeout.c;288;z_impl_k_uptime_ticks();2;2;3;3;12;36
sched.c;1183;z_impl_k_yield();25;0;54;0;0;0
;0;z_impl_uart_irq_rx_disable(const struct device*) (always inlined);0;0;0;0;0;0
;0;z_impl_uart_irq_rx_enable(const struct device*) (always inlined);0;0;0;0;0;0
;0;z_impl_uart_irq_tx_disable(const struct device*) (always inlined);0;0;0;0;0;0
;0;z_impl_uart_irq_tx_enable(const struct device*) (always inlined);0;0;0;0;0;0
;0;z_impl_uart_irq_update(const struct device*) (always inlined);0;0;0;0;0;0
;0;z_impl_uart_poll_in(const struct device*, unsigned char*) (always inlined);0;0;0;0;0;0
;0;z_impl_uart_poll_out(const struct device*, unsigned char) (always inlined);0;0;0;0;0;0
sched.c;1368;z_impl_z_current_get();1;0;4;0;0;0
errno.c;47;z_impl_z_errno();1;0;4;0;0;0
libc-hooks.c;167;z_impl_zephyr_read_stdin(char*, int);6;0;20;0;0;0
libc-hooks.c;190;z_impl_zephyr_write_stdout(const void*, int);6;5;24;23;466;53858
thread.c;723;z_init_static_threads();10;3;58;13;1;15
thread.c;766;z_init_thread_base(struct _thread_base*, int, unsigned int, unsigned int);8;8;11;11;2;22
;0;z_init_thread_timeout(struct _thread_base*) (always inlined);0;0;0;0;0;0
;0;z_init_timeout(struct _timeout*) (always inlined);0;0;0;0;0;0
irq_manage.c;154;z_irq_spurious(const void*);2;0;5;0;0;0
;0;z_is_inactive_timeout(const struct _timeout*) (always inlined);0;0;0;0;0;0
;0;z_is_thread_prevented_from_running(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_is_thread_queued(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_is_thread_ready(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_is_thread_state_set(struct k_thread*, unsigned int) (always inlined);0;0;0;0;0;0
;0;z_is_thread_timeout_active(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_mark_thread_as_not_pending(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_mark_thread_as_not_suspended(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_mark_thread_as_pending(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_mark_thread_as_started(struct k_thread*) (always inlined);0;0;0;0;0;0
;0;z_mark_thread_as_suspended(struct k_thread*) (always inlined);0;0;0;0;0;0
clock_control_nrf.c;537;z_nrf_clock_control_lf_on(enum nrf_lfclk_start_mode);8;5;27;23;1;25
nrf_rtc_timer.c;333;z_nrf_rtc_timer_read();9;7;21;17;27383;410849
sched.c;706;z_pend_curr(struct k_spinlock*, struct z_spinlock_key, struct _wait_q_t*, struct k_timeout_t);5;4;13;12;27370;328439
idle.c;51;z_pm_save_idle_exit(int);3;3;4;4;27369;109476
;0;z_priq_dumb_add(struct _dnode*, struct k_thread*) (always inlined);0;0;0;0;0;0
sched.c;954;z_priq_dumb_best(struct _dnode*);3;3;7;7;83536;417694
dlist.h;510;z_priq_dumb_remove(struct _dnode*, struct k_thread*);6;6;8;8;54739;437912
sched.c;504;z_ready_thread(struct k_thread*);7;6;19;18;27370;548826
sched.c;823;z_reschedule(struct k_spinlock*, struct z_spinlock_key);10;3;21;7;27369;246321
sched.c;832;z_reschedule_irqlock(unsigned int);7;4;17;9;947;9470
;0;z_reschedule_unlocked() (always inlined);0;0;0;0;0;0
sched.c;348;z_reset_time_slice();4;1;16;4;54741;218964
sched.c;1084;z_sched_init();4;3;10;9;1;9
;0;z_sched_lock() (always inlined);0;0;0;0;0;0
sched.c;85;z_sched_prio_cmp(struct k_thread*, struct k_thread*);4;0;8;0;0;0
sched.c;520;z_sched_start(struct k_thread*);8;0;18;0;0;0
sched.c;756;z_set_prio(struct k_thread*, int);31;0;74;0;0;0
timeout.c;209;z_set_timeout_expiry(int, _Bool);9;0;33;0;0;0
thread.c;509;z_setup_new_thread(struct k_thread*, struct z_thread_stack_element*, unsigned int, void(void*, void*, void*)*, void*, void*, void*, int, unsigned int, const char*);25;20;68;60;2;120
;0;z_slist_head_set(struct _slist*, struct _snode*) (always inlined);0;0;0;0;0;0
;0;z_slist_tail_set(struct _slist*, struct _snode*) (always inlined);0;0;0;0;0;0
;0;z_snode_next_peek(struct _snode*) (always inlined);0;0;0;0;0;0
;0;z_snode_next_set(struct _snode*, struct _snode*) (always inlined);0;0;0;0;0;0
;0;z_swap(struct k_spinlock*, struct z_spinlock_key) (always inlined);0;0;0;0;0;0
;0;z_swap_irqlock(unsigned int) (always inlined);0;0;0;0;0;0
device.c;55;z_sys_init_run_level(int);11;6;35;23;4;201
nmi_on_reset.S;26;z_SysNmiOnReset;2;0;3;0;0;0
sched.c;1502;z_thread_abort(struct k_thread*);11;0;26;0;0;0
thread_entry.c;30;z_thread_entry(void(void*, void*, void*)*, void*, void*, void*);4;2;8;6;2;12
asm_inline_gcc.h;56;z_thread_monitor_exit(struct k_thread*);7;0;24;0;0;0
;0;z_thread_return_value_set_with_data(struct k_thread*, unsigned int, void*) (always inlined);0;0;0;0;0;0
sched.c;666;z_thread_timeout(struct _timeout*);15;0;35;0;0;0
sched.c;1209;z_tick_sleep(long long int);18;0;53;0;0;0
sched.c;385;z_time_slice(int);18;0;53;0;0;0
;0;z_tmcvt(long long unsigned int, unsigned int, unsigned int, _Bool, _Bool, _Bool, _Bool) (always inlined);0;0;0;0;0;0
sched.c;731;z_unpend_first_thread(struct _wait_q_t*);12;12;31;31;27849;830670
;0;z_waitq_head(struct _wait_q_t*) (always inlined);0;0;0;0;0;0
;0;z_waitq_init(struct _wait_q_t*) (always inlined);0;0;0;0;0;0
;0;zephyr_read_stdin(char*, int) (always inlined);0;0;0;0;0;0
;0;zephyr_write_stdout(const void*, int) (always inlined);0;0;0;0;0;0
